split,method,threshold,fixed,harmed,switches,curve,stateroll_only_recovered
splitB_train45_47_val42_44,legacy_rank_combined,-1.226663,2,1,7,val_fixed_gate,2
splitB_train45_47_val42_44,legacy_rank_combined,-1.199485,2,0,6,val_fixed_gate,2
splitB_train45_47_val42_44,legacy_rank_combined,-1.170624,2,0,6,val_fixed_gate,2
splitB_train45_47_val42_44,legacy_rank_combined,-1.141764,2,0,6,val_fixed_gate,2
splitB_train45_47_val42_44,legacy_rank_combined,-1.112903,2,0,6,val_fixed_gate,2
splitB_train45_47_val42_44,legacy_rank_combined,-1.084043,2,0,6,val_fixed_gate,2
splitB_train45_47_val42_44,legacy_rank_combined,-1.055183,2,0,6,val_fixed_gate,2
splitB_train45_47_val42_44,legacy_rank_combined,-1.026322,2,0,6,val_fixed_gate,2
splitB_train45_47_val42_44,legacy_rank_combined,-0.989255,2,0,5,val_fixed_gate,2
splitB_train45_47_val42_44,legacy_rank_combined,-0.948904,2,0,5,val_fixed_gate,2
splitB_train45_47_val42_44,legacy_rank_combined,-0.908553,2,0,5,val_fixed_gate,2
splitB_train45_47_val42_44,legacy_rank_combined,-0.868203,2,0,5,val_fixed_gate,2
splitB_train45_47_val42_44,legacy_rank_combined,-0.827852,2,0,5,val_fixed_gate,2
splitB_train45_47_val42_44,legacy_rank_combined,-0.787502,2,0,5,val_fixed_gate,2
splitB_train45_47_val42_44,legacy_rank_combined,-0.747151,2,0,5,val_fixed_gate,2
splitB_train45_47_val42_44,legacy_rank_combined,-0.704635,2,0,4,val_fixed_gate,2
splitB_train45_47_val42_44,legacy_rank_combined,-0.660494,2,0,4,val_fixed_gate,2
splitB_train45_47_val42_44,legacy_rank_combined,-0.616353,2,0,4,val_fixed_gate,2
splitB_train45_47_val42_44,legacy_rank_combined,-0.572212,2,0,4,val_fixed_gate,2
splitB_train45_47_val42_44,legacy_rank_combined,-0.528071,2,0,4,val_fixed_gate,2
splitB_train45_47_val42_44,legacy_rank_combined,-0.48393,2,0,4,val_fixed_gate,2
splitB_train45_47_val42_44,legacy_rank_combined,-0.439789,2,0,4,val_fixed_gate,2
splitB_train45_47_val42_44,legacy_rank_combined,-0.316906,2,0,3,val_fixed_gate,2
splitB_train45_47_val42_44,legacy_rank_combined,-0.089033,2,0,3,val_fixed_gate,2
splitB_train45_47_val42_44,legacy_rank_combined,0.13884,2,0,3,val_fixed_gate,2
splitB_train45_47_val42_44,legacy_rank_combined,0.366713,2,0,3,val_fixed_gate,2
splitB_train45_47_val42_44,legacy_rank_combined,0.594585,2,0,3,val_fixed_gate,2
splitB_train45_47_val42_44,legacy_rank_combined,0.822458,2,0,3,val_fixed_gate,2
splitB_train45_47_val42_44,legacy_rank_combined,1.050331,2,0,3,val_fixed_gate,2
splitB_train45_47_val42_44,legacy_rank_combined,1.215226,2,0,2,val_fixed_gate,2
splitB_train45_47_val42_44,legacy_rank_combined,1.222677,2,0,2,val_fixed_gate,2
splitB_train45_47_val42_44,legacy_rank_combined,1.230128,2,0,2,val_fixed_gate,2
splitB_train45_47_val42_44,legacy_rank_combined,1.23758,2,0,2,val_fixed_gate,2
splitB_train45_47_val42_44,legacy_rank_combined,1.245031,2,0,2,val_fixed_gate,2
splitB_train45_47_val42_44,legacy_rank_combined,1.252482,2,0,2,val_fixed_gate,2
splitB_train45_47_val42_44,legacy_rank_combined,1.259933,2,0,2,val_fixed_gate,2
splitB_train45_47_val42_44,legacy_rank_combined,1.282991,1,0,1,val_fixed_gate,1
splitB_train45_47_val42_44,legacy_rank_combined,1.399686,1,0,1,val_fixed_gate,1
splitB_train45_47_val42_44,legacy_rank_combined,1.516381,1,0,1,val_fixed_gate,1
splitB_train45_47_val42_44,legacy_rank_combined,1.633077,1,0,1,val_fixed_gate,1
splitB_train45_47_val42_44,legacy_rank_combined,1.749772,1,0,1,val_fixed_gate,1
splitB_train45_47_val42_44,legacy_rank_combined,1.866468,1,0,1,val_fixed_gate,1
splitB_train45_47_val42_44,legacy_rank_combined,1.983163,1,0,1,val_fixed_gate,1
splitB_train45_47_val42_44,legacy_rank_combined,2.099859,0,0,0,val_fixed_gate,0
