split,score,candidate_auc,episodes,episodes_with_success,episodes_without_success,first_success_rank_mean,first_success_rank_median,near_miss_count,top1_success_recall,top3_success_recall,top5_success_recall,top10_success_recall,top30_success_recall
splitA_train42_44_val45_47,raw_stateroll_cost,0.4975002257445411,300,235,65,3.1617021276595745,1.0,70,55.00000000000001,63.33333333333333,67.33333333333333,72.0,78.33333333333333
splitA_train42_44_val45_47,bce_calibrated_utility,0.6899225953651873,300,235,65,2.880851063829787,1.0,71,54.666666666666664,64.33333333333333,68.33333333333333,73.66666666666667,78.33333333333333
splitA_train42_44_val45_47,rank_preserve_utility,0.5313146787813596,300,235,65,2.8638297872340424,1.0,68,55.666666666666664,63.66666666666667,70.0,72.33333333333334,78.33333333333333
splitB_train45_47_val42_44,raw_stateroll_cost,0.4903915391952305,300,235,65,3.5914893617021275,1.0,68,55.666666666666664,62.66666666666667,65.0,71.0,78.33333333333333
splitB_train45_47_val42_44,bce_calibrated_utility,0.6902100835394706,300,235,65,3.25531914893617,1.0,69,55.333333333333336,62.0,67.33333333333333,71.33333333333334,78.33333333333333
splitB_train45_47_val42_44,rank_preserve_utility,0.613070265721604,300,235,65,3.3574468085106384,1.0,64,56.99999999999999,62.0,66.0,71.0,78.33333333333333
